id,LivArea,grade,Area_of_house(excluding_basement),Area_of_basement,number_of_bedrooms,YearBuilt,SalePrice
6762825480,2370,8,2370,0,4,1999,338000
6762825481,2440,6,1640,800,3,1933,338000
6762825590,2370,8,2370,0,4,2001,335000
6762825788,2430,8,2430,0,4,1983,330000
6762825789,2510,8,2510,0,4,1991,330000
6762826445,1130,6,1130,0,3,1942,316000
6762826918,2280,7,2280,0,4,2006,305000
6762827116,1750,7,1750,0,3,2005,300000
6762827299,860,6,860,0,2,1948,298800
6762827372,1500,6,1500,0,3,1925,295000
6762827548,1500,7,1210,290,3,1968,290000
6762827549,1310,7,1310,0,3,1965,290000
6762827550,1020,8,1020,0,2,2008,290000
6762827748,2200,8,2200,0,3,1988,285167
6762828409,1930,7,1930,0,4,1946,270000
6762828535,1480,7,980,500,3,1980,268000
6762828576,800,6,800,0,1,1919,267000
6762828887,1540,7,1540,0,4,1948,259950
6762829141,2600,7,1570,1030,4,1961,252500
6762829768,1800,7,1800,0,3,1950,237000
6762829787,1380,7,790,590,3,1971,235500
6762829823,1210,7,1210,0,3,1930,235000
6762830032,1900,7,1900,0,3,1988,229950
6762830147,1750,7,1180,570,3,1979,225000
6762830486,1220,7,1220,0,3,1968,213500
6762830732,1000,7,1000,0,3,1968,204000
6762830918,1190,7,1190,0,3,1956,195000
6762831306,1630,7,1630,0,3,1970,165000
6762831467,480,4,480,0,1,1948,145000
6762810054,4810,11,4810,0,4,2007,3200000
6762810221,3050,9,2330,720,3,1968,2000000
6762810373,3600,9,3600,0,4,1959,1700000
6762810435,3820,10,3820,0,4,2005,1620000
6762811320,3880,10,3880,0,4,2007,1060000
6762811355,3560,9,2970,590,4,1996,1050000
6762811524,4130,10,4130,0,5,2004,998000
6762811945,3140,10,3140,0,4,2006,920000
6762812286,2040,8,1840,200,3,1951,872500
6762812917,3370,10,3370,0,4,1999,806000
6762812927,3160,9,2250,910,4,1992,805000
6762812985,2130,7,1070,1060,4,1922,800000
6762813149,2580,9,2580,0,4,1977,787888
6762813262,2320,8,1420,900,3,1957,779000
6762813459,3150,9,3150,0,4,2005,762500
6762813549,2730,9,2730,0,4,1991,756000
6762813734,1960,8,960,1000,4,1922,745000
6762813782,3140,8,1570,1570,6,1959,740000
6762813857,2960,10,2960,0,3,1989,735000
6762813961,3490,9,3490,0,4,2001,728000
6762815067,2880,7,2080,800,3,1926,660000
6762815136,2530,7,1290,1240,5,1960,657000
6762815265,2790,8,2790,0,3,2002,650000
6762815547,3080,9,3080,0,4,2008,637000
6762815674,1360,6,1360,0,3,1945,630000
6762815731,1940,7,1050,890,3,1927,627000
6762816435,3470,7,2070,1400,4,1993,598600
6762816480,1530,8,1530,0,3,1984,595000
6762816949,1750,7,1750,0,3,1991,575000
6762817123,3230,8,3230,0,4,2012,569950
6762817463,1940,8,1940,0,3,2009,555000
6762817617,2150,7,2150,0,5,1900,550000
6762817618,2470,8,2470,0,4,2013,550000
6762817765,1560,7,1150,410,3,1915,549000
6762818139,2040,7,1120,920,3,1954,535000
6762818448,2340,9,2340,0,3,1986,525000
6762818608,2900,8,2900,0,4,2004,520000
6762818673,2320,8,1510,810,4,1905,518000
6762818741,2890,9,2890,0,4,2003,515000
6762819120,1570,9,1280,290,2,2015,500000
6762819121,2350,7,2350,0,4,1972,500000
6762819122,2040,8,2040,0,4,1998,500000
6762819570,1810,8,1810,0,2,2004,489000
6762819789,1030,7,790,240,2,1918,480000
6762819790,2520,8,1690,830,4,1908,480000
6762820043,2080,7,1460,620,5,1975,474950
6762820137,2150,8,1220,930,4,1979,470000
6762820531,1560,6,960,600,4,1924,459000
6762820827,910,6,910,0,2,1914,450000
6762820990,1300,7,1300,0,3,1912,448500
6762821081,2180,8,2180,0,3,2004,445000
6762821249,1780,7,1780,0,4,1922,440000
6762821556,2010,8,2010,0,4,1973,434000
6762821618,1390,8,970,420,2,1959,431000
6762821667,1710,8,1710,0,4,1983,430000
6762821668,1550,7,1550,0,3,1922,430000
6762821669,2750,8,2750,0,4,2011,430000
6762821879,1430,6,1230,200,2,1921,425000
6762821880,1390,7,1390,0,3,1956,425000
6762822081,820,6,820,0,2,1922,420000
6762822082,2480,10,2480,0,4,2001,420000
6762822083,2020,7,2020,0,3,1995,420000
6762822233,1570,8,1570,0,3,2014,417000
6762822380,1260,7,870,390,3,1941,414900
6762822388,3490,8,3490,0,4,1969,414000
6762822490,1740,7,1740,0,3,1952,410000
6762822772,1509,8,1509,0,3,2014,401500
6762822844,1330,7,1330,0,3,1960,400000
6762822845,1730,8,1730,0,3,1961,400000
6762822951,1470,7,1070,400,3,1950,399950
6762822994,2240,7,1710,530,3,1950,399000
6762823654,1860,7,1860,0,2,2000,380000
6762824078,1010,7,1010,0,2,1984,370000
6762824323,2850,9,2850,0,3,1997,364988
6762824804,1850,7,1850,0,4,1954,352000
6762825064,2060,6,1190,870,2,1924,348140
6762825164,1600,8,1360,240,3,2000,345000
6762825235,2130,7,1440,690,5,1946,344000
6762825591,2520,8,2520,0,4,1987,335000
6762826037,1590,7,1090,500,3,1954,325000
6762826277,1820,7,1820,0,3,1972,320000
6762826425,1358,7,1358,0,3,2007,317000
6762826454,1870,7,990,880,3,1977,315500
6762826707,2370,8,2370,0,3,1994,310000
6762826829,1980,7,1260,720,5,1962,307700
6762827312,1390,8,1390,0,3,1990,297950
6762827435,1550,6,830,720,3,1945,294010
6762827551,1010,7,1010,0,3,1972,290000
6762827649,2110,7,2110,0,3,1985,289000
6762827884,1610,7,1610,0,3,1993,282000
6762828410,1760,7,1160,600,3,1986,270000
6762828496,1640,7,1640,0,3,1991,269500
6762828536,1700,7,1700,0,3,2014,268000
6762828635,1420,7,1420,0,3,1954,265000
6762828636,2300,7,1280,1020,4,1977,265000
6762828637,1630,7,1630,0,3,1985,265000
6762828823,1790,7,1790,0,3,1951,260000
6762828951,1300,7,1300,0,3,1981,257500
6762829032,1610,7,1610,0,2,1952,255000
6762829090,2180,7,1170,1010,4,1977,254950
6762829103,910,6,910,0,2,1943,254000
6762829154,1740,7,910,830,3,1981,252000
6762829175,1300,7,1300,0,3,1967,251000
6762829236,1560,7,1560,0,3,1997,250000
6762829237,2070,8,2070,0,3,1990,250000
6762829637,1520,8,1520,0,3,1966,240000
6762829824,820,6,820,0,2,1954,235000
6762829825,910,6,910,0,2,1936,235000
6762829826,2150,7,1260,890,2,1917,235000
6762829975,880,7,880,0,3,1978,230000
6762830401,860,6,860,0,2,1942,216000
6762830504,1250,7,1250,0,4,1971,212000
6762830649,1080,7,1080,0,3,1962,207000
6762830699,1370,7,1370,0,3,1969,205000
6762830726,1130,7,1130,0,2,1956,204950
6762831224,600,6,600,0,2,1922,174000
6762831532,610,5,610,0,1,1922,126000
6762810413,4285,10,3485,800,4,1946,1650000
6762810569,3050,9,2330,720,4,1926,1480000
6762810899,3830,11,3830,0,4,1990,1250000
6762811013,4560,12,2230,2330,4,1995,1200000
6762811255,3410,9,2680,730,4,2007,1090000
6762811356,4210,9,3260,950,4,2014,1050000
6762811357,3400,8,2300,1100,3,2014,1050000
6762811612,4133,11,4133,0,4,2000,979500
6762811669,2830,10,2830,0,3,2014,969950
6762811740,3250,8,3250,0,5,1968,951000
6762811763,2250,9,1880,370,3,1905,950000
6762811764,3080,9,3080,0,3,2000,950000
6762811846,3510,11,3510,0,4,2001,935000
6762812036,2980,9,2340,640,4,2008,905000
6762812069,4350,10,2950,1400,5,1972,900000
6762812721,1150,6,1150,0,2,1908,825000
6762812908,2550,8,1750,800,3,1957,808000
6762813228,3640,10,3640,0,4,1999,780000
6762813425,2170,8,2170,0,2,2012,765000
6762814083,2530,8,2070,460,4,1917,720000
6762814147,2480,8,1900,580,4,1975,716000
6762814450,2740,10,1510,1230,3,1977,699000
6762814451,2680,9,2680,0,3,2001,699000
6762814497,1570,9,1570,0,2,2007,695000
6762814561,2430,9,1430,1000,3,1978,690000
6762815404,1995,8,1995,0,2,1991,645000
6762815449,2220,10,2220,0,3,1990,641250
6762815488,2020,7,2020,0,4,1969,640000
6762815638,2260,8,1520,740,5,1967,632000
6762815788,2330,8,2330,0,3,2003,625000
6762815862,2260,7,1380,880,3,1928,622500
6762816417,2120,8,2120,0,4,2005,599000
6762816539,2400,8,2400,0,3,1985,592000
6762817032,2200,8,2200,0,3,2002,572000
6762817206,2280,8,2280,0,4,2003,565000
6762817530,2560,8,1280,1280,4,1957,552625
6762817558,3090,10,3090,0,5,2010,551000
6762817842,2390,8,2390,0,4,1969,545000
6762817968,3100,8,3100,0,5,2002,540000
6762818074,1560,7,1140,420,4,1945,537000
6762818140,2710,8,1700,1010,4,1968,535000
6762818710,2210,8,1170,1040,4,1997,516000
6762818742,1640,8,1640,0,3,1962,515000
6762819123,2100,7,2100,0,4,1972,500000
6762819338,2130,7,1720,410,3,1959,495500
6762819441,2100,8,2100,0,3,1983,492000
6762819489,2550,9,2550,0,3,1989,490000
6762819921,2120,8,2120,0,3,1988,475226
6762820138,2030,7,2030,0,5,1942,470000
6762820139,2180,7,2180,0,4,1977,470000
6762820289,3030,8,1660,1370,4,1980,465000
6762820575,2100,8,1280,820,4,1959,457000
6762820828,1890,7,1270,620,4,1967,450000
6762820950,2800,8,2800,0,4,2003,449950
6762821082,2170,7,1630,540,4,2008,445000
6762821173,1620,8,1620,0,4,1974,442200
6762821483,1120,6,1120,0,2,1972,435000
6762821806,1720,7,1720,0,3,1994,427000
6762822084,2330,6,1600,730,3,1934,420000
6762822209,1250,7,1250,0,3,2001,418000
6762822652,1220,7,1220,0,3,1963,405000
6762822777,1770,8,1770,0,3,2001,401000
6762823396,1350,8,1050,300,3,2007,388500
6762823408,2370,8,2370,0,3,2014,387865
6762823655,2270,8,1540,730,4,1967,380000
6762823878,1090,6,980,110,1,1927,375000
6762823879,2330,8,2330,0,4,1974,375000
6762824079,1150,6,1150,0,3,1970,370000
6762824267,2200,8,2200,0,3,1987,365000
6762824268,2430,8,1900,530,3,1979,365000
6762824269,2800,7,2800,0,4,1997,365000
6762824334,2280,8,2280,0,3,1994,364250
6762824661,1850,7,1230,620,3,1981,355000
6762824662,2040,7,1470,570,3,1958,355000
6762824889,1360,8,1360,0,3,1983,350000
6762825280,1570,7,1120,450,4,1959,342000
6762825336,1540,6,1540,0,3,1977,340000
6762825876,1360,7,1360,0,4,1949,329950
6762826798,1780,7,1780,0,3,1988,309000
6762827117,1590,7,1590,0,3,2000,300000
6762827118,1300,6,1300,0,3,1927,300000
6762827842,1430,7,930,500,3,1978,284000
6762828094,860,6,860,0,3,1920,278000
6762828126,1140,7,1140,0,3,1956,277000
6762828127,2160,7,2160,0,3,1994,277000
6762828202,1300,7,1300,0,3,1962,275000
6762828411,1260,6,840,420,3,1947,270000
6762828526,1140,7,850,290,3,2008,268500
6762828537,1880,7,1810,70,3,2001,268000
6762828638,2600,8,2600,0,5,1969,265000
6762828900,1250,6,1250,0,3,1970,259875
6762829742,1240,6,1240,0,3,1953,238000
6762829827,880,7,880,0,2,1955,235000
6762829889,1820,7,1120,700,4,1987,234000
6762829976,1260,6,1260,0,3,1964,230000
6762830148,1320,7,1320,0,3,1986,225000
6762830149,1410,7,1410,0,4,1963,225000
6762830505,1060,7,1060,0,3,1955,212000
6762830523,1710,7,1710,0,4,1970,211000
6762830562,1730,7,1430,300,3,1963,210000
6762830743,1490,7,1200,290,3,1978,203000
6762831421,1470,7,1470,0,4,1945,150550
6762810057,4330,12,2090,2240,5,2008,3170000
6762810442,6085,11,6085,0,5,2000,1610000
6762810607,2720,10,2160,560,2,1953,1440000
6762810850,6160,11,4040,2120,6,2007,1280000
6762811014,3850,11,3180,670,4,1989,1200000
6762811220,2550,9,2550,0,3,2014,1100000
6762811302,3900,8,1950,1950,2,1947,1070000
6762811539,1600,7,1600,0,2,1950,995000
6762811540,4130,10,4130,0,5,2012,995000
6762811933,2950,10,2950,0,4,2012,921800
6762811978,2750,9,1840,910,5,1910,915000
6762811979,3400,11,3400,0,4,1988,915000
6762812050,3240,8,1620,1620,3,1960,902000
6762812108,3530,10,3530,0,3,1997,898000
6762812188,4090,10,4090,0,4,2005,885000
6762812663,3610,11,3290,320,4,1994,830005
6762813783,2170,8,2170,0,2,2008,740000
6762814240,1780,8,1780,0,3,1967,710000
6762814281,2130,8,1330,800,2,1972,707000
6762814443,2380,8,2380,0,2,2010,699800
6762814680,3030,9,3030,0,4,1981,682000
6762815184,2960,8,1640,1320,5,1965,654000
6762815266,1300,7,1300,0,3,1953,650000
6762815489,2790,8,1650,1140,3,1953,640000
6762815555,2840,9,2840,0,4,2013,636230
6762815789,2000,8,1040,960,3,1981,625000
6762816895,1620,7,1040,580,2,1924,577000
6762817252,2990,7,2990,0,4,2014,564950
6762817619,1650,8,1650,0,3,1901,550000
6762817799,2170,8,1420,750,4,1975,546800
6762817843,1940,8,1560,380,4,1956,545000
6762817931,1410,7,1410,0,3,1927,541000
6762818807,1770,7,1770,0,3,1967,514000
6762818961,2210,7,1510,700,3,1958,507000
6762818994,2730,8,1410,1320,4,1998,505000
6762819490,2430,7,1450,980,4,1989,490000
6762819491,1620,8,1620,0,3,2014,490000
6762819967,1870,7,1870,0,3,1978,475000
6762820593,1870,7,1060,810,3,1927,456000
6762820630,3030,8,1680,1350,4,1959,455000
6762820829,1540,7,1540,0,3,1967,450000
6762821314,1570,7,1570,0,3,1959,439995
6762821341,1250,7,1250,0,3,1965,439000
6762822995,1520,8,1520,0,3,2009,399000
6762823190,1170,7,1170,0,2,1941,393820
6762823276,1270,6,1270,0,2,1941,390000
6762823379,1400,7,1400,0,3,1962,389000
6762823656,2760,9,2760,0,5,1978,380000
6762823880,2050,7,1520,530,5,1968,375000
6762824080,2490,9,2490,0,3,2005,370000
6762824081,1540,7,1540,0,4,1961,370000
6762824436,1830,7,1830,0,3,1913,360000
6762824596,2990,8,2990,0,5,2015,357000
6762825337,1720,7,860,860,3,1957,340000
6762825980,2166,8,2166,0,5,2013,326000
6762826410,1980,7,1980,0,3,2012,317750
6762827119,2080,8,1330,750,4,1967,300000
6762827238,1810,8,1230,580,3,1980,299500
6762827373,2120,8,2120,0,4,1964,295000
6762827650,1260,7,1260,0,3,1954,289000
6762827732,610,6,610,0,2,1918,286000
6762827780,1020,6,1020,0,3,1954,285000
6762828412,1000,6,1000,0,2,1943,270000
6762828413,1870,7,1870,0,3,2009,270000
6762828639,1820,7,1820,0,4,2004,265000
6762828739,1300,7,1300,0,3,1968,263000
6762828913,1610,7,1610,0,3,1933,259000
6762828961,1730,8,1180,550,3,1978,257000
6762829033,1490,6,1490,0,3,1918,255000
6762829189,1180,7,1180,0,3,1959,250200
6762829238,1650,7,1650,0,3,2004,250000
6762830238,1360,6,1360,0,2,2004,222000
6762830435,1430,7,1030,400,4,1979,215000
6762830645,1000,6,1000,0,2,1916,207100
6762830868,1220,7,1220,0,4,1960,199000
6762831153,1010,6,1010,0,3,1977,179900
6762831579,670,6,670,0,2,1948,107000
6762831580,910,6,910,0,3,1973,107000
6762810072,4860,12,4860,0,4,1996,2950000
6762810414,2920,11,2920,0,4,1966,1650000
6762810648,4070,8,3390,680,4,2002,1400000
6762811093,4190,11,4190,0,4,1994,1160000
6762812027,2170,8,2170,0,3,1965,907000
6762812875,2870,8,1790,1080,3,1946,810000
6762812986,2760,8,1760,1000,3,1956,800000
6762813263,3250,8,1800,1450,6,1966,779000
6762813397,3630,8,1850,1780,4,1968,769000
6762813412,2270,9,2270,0,3,1988,766000
6762814521,2460,8,2460,0,4,2006,693000
6762814681,2120,7,1720,400,5,1910,682000
6762814868,4180,7,4180,0,5,2003,673200
6762815580,2470,7,2470,0,4,1987,635000
6762816691,2170,7,2170,0,3,1976,585000
6762817207,1850,9,1850,0,3,1976,565000
6762817783,1370,8,1370,0,2,2004,548000
6762817844,2080,8,2080,0,4,1991,545000
6762818197,2790,8,2790,0,4,2014,533380
6762818198,2770,9,2770,0,4,1991,533300
6762818538,1580,8,900,680,3,1946,524500
6762818926,1690,8,1690,0,3,1984,509900
6762818995,1020,7,1020,0,2,1916,505000
6762819064,1160,8,1160,0,3,1929,501000
6762819721,2110,8,1440,670,3,1978,483000
6762819791,2100,7,1220,880,3,1949,480000
6762819968,870,7,870,0,2,1946,475000
6762820096,3361,9,3361,0,4,2014,471275
6762820416,1210,8,1120,90,2,2010,461100
6762820736,1220,6,880,340,2,1938,452000
6762821377,1200,6,1200,0,3,1923,438000
6762821550,1520,7,1140,380,3,1983,434900
6762822183,1700,7,1340,360,3,1975,419000
6762822309,2240,8,1730,510,4,1981,415000
6762822310,1860,7,1490,370,3,1955,415000
6762822554,1890,7,1890,0,3,2012,409000
6762822653,2030,7,1130,900,4,1972,405000
6762822760,1520,7,1520,0,3,1986,402000
6762822846,2398,8,2398,0,4,2008,400000
6762823657,1920,7,1920,0,3,1953,380000
6762824082,1860,8,1860,0,3,1939,370000
6762824231,1445,7,1300,145,3,2005,366000
6762824270,990,7,990,0,2,1955,365000
6762824271,1410,7,1410,0,3,1959,365000
6762825424,2990,8,2990,0,5,1990,339950
6762826869,1560,8,1560,0,3,1966,306000
6762827552,2340,8,2340,0,4,1978,290000
6762828203,1490,8,1490,0,3,1978,275000
6762828310,1830,8,1830,0,3,1986,273000
6762828704,1370,7,1370,0,3,1957,264950
6762828824,2710,6,2710,0,3,1951,260000
6762828825,1670,7,1340,330,3,1985,260000
6762829551,1540,7,1440,100,3,1980,244000
6762829743,530,5,530,0,1,1941,238000
6762830058,1030,7,1030,0,3,1954,229000
6762830436,1630,7,1630,0,4,1959,215000
6762830948,1260,7,1110,150,3,1952,194000
6762815446,1040,7,870,170,3,1924,642000
6762812157,4100,10,4100,0,5,2011,890000
6762823658,1320,7,1120,200,5,1947,380000
6762825063,1950,8,1950,0,4,1994,348450
6762811221,3010,9,1890,1120,3,1931,1100000
6762812109,2580,8,2580,0,3,1964,898000
6762816755,1840,9,1840,0,4,2005,583000
6762820830,1780,8,1450,330,3,1985,450000
6762821362,1050,7,850,200,3,1949,438924
6762827623,1740,7,1390,350,3,1992,289950
6762810073,3890,10,3030,860,4,1923,2950000
6762810280,5810,10,3790,2020,4,2004,1880000
6762810608,4410,11,4410,0,4,2001,1440000
6762811552,2850,8,2490,360,4,1954,993000
6762812175,1250,7,1250,0,3,1953,888000
6762812203,2410,8,1650,760,4,1910,883000
6762812420,2380,8,2380,0,4,1925,855000
6762812722,4110,10,2570,1540,4,1979,825000
6762812960,3290,9,3290,0,4,2012,801000
6762813075,3190,10,2560,630,3,1994,795000
6762813151,2390,8,1810,580,2,1949,787500
6762813347,3890,9,3890,0,5,2004,772500
6762813628,1640,7,1440,200,3,1935,750000
6762813629,1590,8,1590,0,3,1956,750000
6762813700,2490,7,1610,880,4,1922,749500
6762813829,2790,10,1970,820,5,1991,738000
6762813962,3290,9,3290,0,4,2003,728000
6762814007,2980,10,2980,0,3,1992,725000
6762814241,1880,8,1040,840,3,1931,710000
6762814276,1750,7,1750,0,3,1929,707900
6762814365,3150,9,3150,0,4,2001,700000
6762814708,3150,9,3150,0,4,2001,680000
6762815267,2900,7,1870,1030,4,1961,650000
6762815405,2720,8,2000,720,4,1979,645000
6762815437,1770,7,1270,500,3,1929,643002
6762815581,2680,9,2680,0,3,2004,635000
6762815582,1730,9,1350,380,3,2009,635000
6762816101,2090,8,1240,850,4,1976,610000
6762816201,2430,8,1590,840,4,1968,605000
6762817033,1680,7,1680,0,3,1951,572000
6762817069,1980,7,1680,300,3,1946,570000
6762817208,2030,9,2030,0,3,1999,565000
6762817885,1690,7,1690,0,5,1914,544500
6762818034,2830,9,2830,0,3,2006,539000
6762818274,2240,7,1830,410,4,1949,530000
6762818743,2280,8,1500,780,4,1977,515000
6762819124,930,7,930,0,2,1909,500000
6762819645,1020,7,1020,0,3,1941,485000
6762819896,960,7,960,0,3,1906,477000
6762819969,2480,7,1620,860,3,1947,475000
6762820457,1140,7,1140,0,3,1942,460000
6762820694,1550,7,1550,0,3,1953,453500
6762821016,1270,7,1270,0,3,1968,447000
6762821881,1800,7,1280,520,3,1979,425000
6762822085,1770,7,1130,640,3,1952,420000
6762822252,2890,8,2890,0,4,2011,416000
6762822422,1553,8,1553,0,3,2014,412000
6762822491,1830,8,1830,0,3,1999,410000
6762822542,2430,8,2430,0,4,2003,409950
6762823223,1790,7,1220,570,3,1974,392000
6762823373,840,7,840,0,2,1948,389100
6762823492,1630,8,1630,0,3,2008,385000
6762823542,1540,7,1540,0,3,1909,384950
6762823659,1600,8,1600,0,3,1958,380000
6762823881,1330,8,1330,0,3,2004,375000
6762824568,1410,8,1360,50,3,2006,358000
6762824820,1430,6,730,700,4,1969,351000
6762824890,3380,8,2330,1050,4,1959,350000
6762825477,2700,8,2700,0,4,1992,338150
6762825680,1980,7,1220,760,5,1990,333800
6762825790,800,6,600,200,2,1929,330000
6762826278,1740,5,1740,0,5,1958,320000
6762826435,1600,7,1070,530,3,1979,316500
6762827120,1320,7,1320,0,3,2005,300000
6762827121,1310,7,1310,0,3,1962,300000
6762827333,1780,7,1780,0,4,2006,296000
6762827427,1860,8,1860,0,3,2010,294900
6762827781,1440,6,720,720,4,1954,285000
6762828158,2170,7,2170,0,4,1966,275436
6762828307,1710,7,1240,470,3,1974,273148
6762828414,1610,7,1610,0,3,1927,270000
6762828475,1480,7,1480,0,3,1996,269950
6762828507,770,6,770,0,2,1953,269000
6762828779,750,6,750,0,2,1943,261000
6762829481,1990,7,1440,550,3,1988,245000
6762829828,1610,6,1610,0,4,1947,235000
6762829977,1120,7,1120,0,3,1965,230000
6762830650,1520,7,1520,0,3,2005,207000
6762831307,1220,6,1220,0,4,1944,165000
6762831583,840,6,840,0,3,1959,105000
6762810149,4370,10,3670,700,4,1907,2350000
6762810721,5370,11,5370,0,4,1990,1350000
6762810982,4330,11,4330,0,4,1997,1210000
6762811148,3370,10,3370,0,4,1999,1140000
6762811525,3030,9,2530,500,4,1947,998000
6762811965,3170,9,3170,0,5,2014,919950
6762812612,2230,9,2230,0,3,1996,836500
6762812846,3320,10,3320,0,4,1999,813000
6762813154,2530,7,1540,990,4,1925,785950
6762813264,1990,8,1330,660,3,1941,779000
6762813968,2180,8,1520,660,3,1939,727000
6762814165,2970,9,2970,0,4,1993,715000
6762814242,2710,8,1690,1020,4,1995,710000
6762814298,3150,9,3150,0,4,2001,705000
6762814366,2600,8,1300,1300,3,1968,700000
6762814498,3940,9,3940,0,5,2007,695000
6762814562,1600,7,1030,570,3,1941,690000
6762814985,3770,9,3770,0,4,2003,665000
6762814986,2330,10,2330,0,3,1996,665000
6762815901,1458,8,950,508,3,2014,620000
6762816004,1980,8,1890,90,3,2009,615000
6762816202,2010,9,2010,0,3,2008,605000
6762816319,2100,8,2100,0,3,1979,600000
6762816455,2470,7,1140,1330,2,1916,597000
6762816543,1690,7,1140,550,4,1912,591500
6762816623,2940,9,1710,1230,3,1996,589000
6762816624,2250,8,2250,0,3,2004,589000
6762816692,3110,9,3110,0,4,2005,585000
6762816896,1740,7,970,770,3,1953,577000
6762817444,1220,7,1220,0,2,1961,555950
6762817766,1510,7,1510,0,2,1921,549000
6762817845,1280,8,1280,0,3,2009,545000
6762817969,2520,9,2520,0,3,1990,540000
6762817970,1230,9,1050,180,2,2009,540000
6762818035,2350,7,2350,0,3,1993,539000
6762818141,1510,7,1510,0,2,1939,535000
6762818275,1900,8,1900,0,2,2006,530000
6762818566,1430,8,1340,90,2,2005,522500
6762818674,2160,8,2160,0,4,1983,518000
6762818808,2260,7,1450,810,3,1962,514000
6762819240,1360,7,1360,0,3,1955,499950
6762819319,2060,8,1400,660,3,2007,497000
6762819367,1920,7,1060,860,2,1937,495000
6762819753,1290,8,1290,0,2,2007,481000
6762819792,2270,7,2270,0,3,1999,480000
6762819897,1380,7,1080,300,4,1928,477000
6762819970,1420,7,1420,0,4,1950,475000
6762819971,1480,7,1480,0,3,1959,475000
6762820233,1420,8,1420,0,3,2008,467000
6762820458,2080,8,1590,490,3,1979,460000
6762820976,1690,7,1690,0,3,2005,449000
6762821187,2360,7,2360,0,3,1998,441500
6762821484,1510,7,1070,440,4,1970,435000
6762821882,1550,6,1550,0,3,1926,425000
6762822086,930,7,930,0,2,1953,420000
6762822311,880,7,880,0,2,1910,415000
6762822492,3040,9,3040,0,3,2005,410000
6762822569,810,6,810,0,2,1948,408000
6762822580,2740,7,2210,530,5,1962,407500
6762822590,1430,8,1430,0,3,2005,407000
6762822847,1180,7,1180,0,3,1987,400000
6762823277,1000,7,1000,0,3,1947,390000
6762823596,1450,7,1450,0,3,2009,382000
6762823660,1450,8,1100,350,3,2009,380000
6762823882,1010,7,1010,0,2,1950,375000
6762824437,2340,8,2340,0,4,1990,360000
6762825165,1870,8,1870,0,3,2003,345000
6762825166,1620,7,1620,0,3,2001,345000
6762825338,2530,7,2530,0,4,1974,340000
6762825791,720,5,720,0,2,1943,330000
6762825936,2020,7,2020,0,3,1994,328000
6762826230,1800,8,1800,0,4,2004,321000
6762826402,1410,7,1410,0,3,1988,318000
6762826426,2120,7,2120,0,6,1979,317000
6762826708,570,5,570,0,1,1918,310000
6762827300,2110,8,1530,580,3,1980,298700
6762827334,1360,7,960,400,3,1971,296000
6762827343,1590,6,1290,300,3,1933,295500
6762828640,1730,6,1730,0,4,1920,265000
6762828926,2300,6,1150,1150,4,1962,258750
6762828936,1730,8,1730,0,3,1994,258000
6762828962,1450,7,1450,0,3,1910,257000
6762829338,1100,7,1100,0,3,1960,249900
6762829769,1490,7,1490,0,3,2005,237000
6762830150,1790,6,1790,0,3,1937,225000
6762810048,6200,11,4440,1760,5,1989,3300000
6762810395,4490,12,4490,0,4,1998,1680000
6762810900,3750,9,2750,1000,6,1936,1250000
6762811358,2330,10,1870,460,2,1927,1050000
6762811603,3250,8,2360,890,4,1944,980000
6762812179,3830,9,2440,1390,6,1962,887000
6762812604,3760,9,2360,1400,6,1967,838300
6762812904,1750,8,1010,740,3,1914,808250
6762812957,2130,8,2130,0,4,1961,802000
6762813373,2900,10,1490,1410,3,1987,770000
6762813426,3300,9,1720,1580,4,1971,765000
6762813858,2100,8,1340,760,4,1955,735000
6762814961,2860,9,2860,0,4,2000,666500
6762814962,3000,7,2110,890,3,1918,666000
6762815218,1940,7,970,970,3,1940,651000
6762815406,1550,8,1550,0,4,1958,645000
6762815790,2240,7,1650,590,3,1901,625000
6762815846,1540,7,1540,0,4,1902,624000
6762815970,3560,8,2810,750,5,2013,616950
6762816172,1770,8,1370,400,4,1967,606150
6762816950,2980,9,2230,750,5,1976,575000
6762817144,3010,9,3010,0,4,2000,568500
6762817209,2700,6,1950,750,5,1948,565000
6762817343,1480,8,1480,0,3,1980,560000
6762817464,2160,8,2160,0,3,1988,555000
6762817620,2670,7,2670,0,4,1916,550000
6762817971,3510,8,2750,760,4,2010,540000
6762817972,2710,7,2710,0,4,2011,540000
6762818142,1330,7,1330,0,3,1977,535000
6762818276,1680,7,1680,0,3,1967,530000
6762818277,3080,8,1740,1340,3,1965,530000
6762818358,2140,7,1200,940,5,1962,528000
6762818381,2330,8,2330,0,4,1987,527000
6762818744,2030,7,1530,500,4,1953,515000
6762818962,1180,7,1180,0,3,1950,507000
6762818996,1830,7,1010,820,3,1981,505000
6762819027,1820,8,1640,180,3,1998,504500
6762819274,1610,8,1610,0,3,2000,499000
6762820197,1820,8,1820,0,3,1978,469000
6762820831,3931,10,2650,1281,5,2014,450000
6762821250,850,6,850,0,1,1940,440000
6762821317,1540,8,1540,0,4,2014,439990
6762821342,2230,8,1450,780,3,1928,439000
6762821378,1970,8,1970,0,4,2004,438000
6762821551,1520,7,1520,0,3,1977,434900
6762821561,1540,6,1040,500,3,1919,433500
6762822025,1300,7,1300,0,3,1988,422500
6762822602,1380,7,1380,0,3,1968,406430
